setting,direction,project,service,n_files,yaml_pass_rate,yaml_score_avg,external_score_avg,actionlint_pass_rate,travis_lint_pass_rate,messages_sample
Fine-Tuned,gha_to_travis,alexvasilkov_GestureViews,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_03/alexvasilkov_GestureViews/04_CIgr
Few-Shot,travis_to_gha,alexvasilkov_GestureViews,gha,4,0.75,0.75,0.0,0.0,,"[actionlint rc=1] actions.yml:39:11: key ""secure"" is duplicated in env. previously defined at line:38,col:11. note that this key is case insensitive [syntax-check]
   |
39 |           secure: ""******* | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:11:5: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check]
   |
11 | env:
   |     ^
actions.yml:42:9: shel"
Few-Shot,gha_to_travis,alexvasilkov_GestureViews,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/alexvasilkov_GestureViews/04_CIgrate_GHA_to_Travis | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,amzn_ion-java,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/amzn_ion-java/03_CIMig_Travis_to_GHA/a"
CIMig,gha_to_travis,amzn_ion-java,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/amzn_ion-java/04_CIMig_GHA_to_Tr"
CIMig,travis_to_gha,anand1st_sshd-shell-spring-boot,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/anand1st_sshd-shell-spring-boot/03_CIMig"
CIMig,gha_to_travis,anand1st_sshd-shell-spring-boot,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/anand1st_sshd-shell-spring-boot/"
Zero-Shot,travis_to_gha,anand1st_sshd-shell-spring-boot,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=1] actions.yml:13:14: label ""ubuntu-16.04"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", "
Zero-Shot,gha_to_travis,anand1st_sshd-shell-spring-boot,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anand1st_sshd-shell-s | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,anand1st_sshd-shell-spring-boot,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,anand1st_sshd-shell-spring-boot,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/anand1st_sshd-shell-spring-boot/0
Few-Shot,travis_to_gha,anand1st_sshd-shell-spring-boot,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:7:14: label ""ubuntu-16.04"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", """
Few-Shot,gha_to_travis,anand1st_sshd-shell-spring-boot,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anand1st_sshd-shell-spring-boot/04_CIgrate_GHA_to_ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,anastaciocintra_escpos-coffee,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/anastaciocintra_escpos-coffee/03_CIMig"
CIMig,gha_to_travis,anastaciocintra_escpos-coffee,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/anastaciocintra_escpos-coffee/04"
Zero-Shot,travis_to_gha,anastaciocintra_escpos-coffee,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=1] actions.yml:28:9: shellcheck reported issue in this script: SC2086:info:1:43: Double quote to prevent globbing and word splitting [shellcheck]
   |
28 |       - run: |
   |         ^ | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpo | [actionlint rc=1] actions.yml:37:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck]
   |
37 |         run: echo $GPG_SECRET_"
Zero-Shot,gha_to_travis,anastaciocintra_escpos-coffee,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_T | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_T"
Fine-Tuned,travis_to_gha,anastaciocintra_escpos-coffee,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck]
   |
24 |         run: |
   |         ^~"
Fine-Tuned,gha_to_travis,anastaciocintra_escpos-coffee,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_06/anastaciocintra_escpos-coffee/04_
Few-Shot,travis_to_gha,anastaciocintra_escpos-coffee,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=1] actions.yml:27:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck]
   |
27 |         run: |
   |         ^~ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck]
   |
24 |         run: |
   |         ^~"
Few-Shot,gha_to_travis,anastaciocintra_escpos-coffee,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Tr | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Tr"
CIMig,travis_to_gha,apache_bahir-flink,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/03_CIMig_Travis_to_"
CIMig,gha_to_travis,apache_bahir-flink,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/04_CIMig_GHA_"
CIMig,travis_to_gha,apache_calcite,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/03_CIMig_Travis_to_GHA/"
CIMig,gha_to_travis,apache_calcite,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/04_CIMig_GHA_to_Travis/ap"
CIMig,travis_to_gha,apache_commons-collections,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/03_CI"
CIMig,gha_to_travis,apache_commons-collections,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/04_CI"
CIMig,travis_to_gha,apache_commons-lang,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/03_CIMig_Tra"
CIMig,gha_to_travis,apache_commons-lang,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/04_CIMig_GHA"
CIMig,travis_to_gha,apache_commons-ognl,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-ognl/03_CIMig_Travis_to_G"
CIMig,gha_to_travis,apache_commons-ognl,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-ognl/04_CIMig_GHA"
CIMig,travis_to_gha,apache_drill,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_drill/03_CIMig_Travis_to_GHA/ap"
CIMig,gha_to_travis,apache_drill,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_drill/04_CIMig_GHA_to_Tra"
CIMig,travis_to_gha,apache_dubbo-spi-extensions,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_dubbo-spi-extensions/03_C"
CIMig,gha_to_travis,apache_dubbo-spi-extensions,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_dubbo-spi-extensions/04_CIMig_GHA_to_Travis/apache_du
Zero-Shot,travis_to_gha,apache_dubbo-spi-extensions,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:29:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
29 |       - run: rm -rf $HOME/.m2/ | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/apache_dubbo-spi-exte | [actionlint rc=1] actions.yml:38:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
38 |         run: rm -rf $HOME/.m2/"
Zero-Shot,gha_to_travis,apache_dubbo-spi-extensions,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/apache_dubbo-spi-extensions/0 | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,apache_dubbo-spi-extensions,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:26:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
26 |         run: |
   |         ^~"
Fine-Tuned,gha_to_travis,apache_dubbo-spi-extensions,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,apache_dubbo-spi-extensions,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=1] actions.yml:23:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
23 |         run: |
   |         ^~ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:26:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
26 |         run: rm -rf $HOME/.m2/"
Few-Shot,gha_to_travis,apache_dubbo-spi-extensions,travis,4,0.25,0.25,0.25,,0.25,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/apache_dubbo-spi-exten | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,apache_maven-enforcer,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-enforcer/03_CIMig_Travis_"
CIMig,gha_to_travis,apache_maven-enforcer,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-enforcer/04_CIMig_GHA_to_Tr"
Zero-Shot,travis_to_gha,apache_maven-enforcer,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/apache_maven-enforcer | [actionlint rc=0] "
Zero-Shot,gha_to_travis,apache_maven-enforcer,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,apache_maven-enforcer,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,apache_maven-enforcer,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,apache_maven-enforcer,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,apache_maven-enforcer,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,apache_maven-resolver,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-resolver/03_CIMig_Travis_"
CIMig,gha_to_travis,apache_maven-resolver,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-resolver/04_CIMig_GHA_to_Tr"
CIMig,travis_to_gha,apache_maven-surefire,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-surefire/03_CIMig_T"
CIMig,gha_to_travis,apache_maven-surefire,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_maven-surefire/04_CIMig_GHA_to_Travis/apache_maven-su
CIMig,travis_to_gha,apache_parquet-format,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_parquet-format/03_CIMig_Travis_"
CIMig,gha_to_travis,apache_parquet-format,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_parquet-format/04_CIMig_G"
